Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2 
wagirishijwe;kugira;two;sg;past;passive;indicative;causative;to have;wagirishijwe;perfective;past;.wa.gi.ri.shi.jwe.;wa.gi.ri.shi.jwe
wagiriwe;kugira;two;sg;past;passive;indicative;applicative;to have;wagiriwe;perfective;past;.wa.gi.ri.we.;wa.gi.ri.we
wagiranwe;kugira;two;sg;past;passive;indicative;comitative;to have;wagiranwe;perfective;past;.wa.gi.ra.nwe.;wa.gi.ra.nwe
wagiraguwe;kugira;two;sg;past;passive;indicative;frequentative;to have;wagiraguwe;perfective;past;.wa.gi.ra.gu.we.;wa.gi.ra.gu.we
wagiruruwe;kugira;two;sg;past;passive;indicative;iterative;to have;wagiruruwe;perfective;past;.wa.gi.ru.ru.we.;wa.gi.ru.ru.we
wagiruwe;kugira;two;sg;past;passive;indicative;reversive;to have;wagiruwe;perfective;past;.wa.gi.ru.we.;wa.gi.ru.we
yagizwe;kugira;three;sg;past;passive;indicative;neutral;to have;yagizwe;perfective;past;.ya.gi.zwe.;ya.gi.zwe
yagirishijwe;kugira;three;sg;past;passive;indicative;causative;to have;yagirishijwe;perfective;past;.ya.gi.ri.shi.jwe.;ya.gi.ri.shi.jwe
yagiriwe;kugira;three;sg;past;passive;indicative;applicative;to have;yagiriwe;perfective;past;.ya.gi.ri.we.;ya.gi.ri.we
yagiranwe;kugira;three;sg;past;passive;indicative;comitative;to have;yagiranwe;perfective;past;.ya.gi.ra.nwe.;ya.gi.ra.nwe
yagiraguwe;kugira;three;sg;past;passive;indicative;frequentative;to have;yagiraguwe;perfective;past;.ya.gi.ra.gu.we.;ya.gi.ra.gu.we
yagiruruwe;kugira;three;sg;past;passive;indicative;iterative;to have;yagiruruwe;perfective;past;.ya.gi.ru.ru.we.;ya.gi.ru.ru.we
yagiruwe;kugira;three;sg;past;passive;indicative;reversive;to have;yagiruwe;perfective;past;.ya.gi.ru.we.;ya.gi.ru.we
twagizwe;kugira;one;pl;past;passive;indicative;neutral;to have;twagizwe;perfective;past;.twa.gi.zwe.;twa.gi.zwe
twagirishijwe;kugira;one;pl;past;passive;indicative;causative;to have;twagirishijwe;perfective;past;.twa.gi.ri.shi.jwe.;twa.gi.ri.shi.jwe
twagiriwe;kugira;one;pl;past;passive;indicative;applicative;to have;twagiriwe;perfective;past;.twa.gi.ri.we.;twa.gi.ri.we
twagiranwe;kugira;one;pl;past;passive;indicative;comitative;to have;twagiranwe;perfective;past;.twa.gi.ra.nwe.;twa.gi.ra.nwe
twagiraguwe;kugira;one;pl;past;passive;indicative;frequentative;to have;twagiraguwe;perfective;past;.twa.gi.ra.gu.we.;twa.gi.ra.gu.we
twagiruruwe;kugira;one;pl;past;passive;indicative;iterative;to have;twagiruruwe;perfective;past;.twa.gi.ru.ru.we.;twa.gi.ru.ru.we
twagiruwe;kugira;one;pl;past;passive;indicative;reversive;to have;twagiruwe;perfective;past;.twa.gi.ru.we.;twa.gi.ru.we
mwagizwe;kugira;two;pl;past;passive;indicative;neutral;to have;mwagizwe;perfective;past;.mwa.gi.zwe.;mwa.gi.zwe
mwagirishijwe;kugira;two;pl;past;passive;indicative;causative;to have;mwagirishijwe;perfective;past;.mwa.gi.ri.shi.jwe.;mwa.gi.ri.shi.jwe
mwagiriwe;kugira;two;pl;past;passive;indicative;applicative;to have;mwagiriwe;perfective;past;.mwa.gi.ri.we.;mwa.gi.ri.we
mwagiranwe;kugira;two;pl;past;passive;indicative;comitative;to have;mwagiranwe;perfective;past;.mwa.gi.ra.nwe.;mwa.gi.ra.nwe
mwagiraguwe;kugira;two;pl;past;passive;indicative;frequentative;to have;mwagiraguwe;perfective;past;.mwa.gi.ra.gu.we.;mwa.gi.ra.gu.we
mwagiruruwe;kugira;two;pl;past;passive;indicative;iterative;to have;mwagiruruwe;perfective;past;.mwa.gi.ru.ru.we.;mwa.gi.ru.ru.we
mwagiruwe;kugira;two;pl;past;passive;indicative;reversive;to have;mwagiruwe;perfective;past;.mwa.gi.ru.we.;mwa.gi.ru.we
bagizwe;kugira;three;pl;past;passive;indicative;neutral;to have;bagizwe;perfective;past;.ba.gi.zwe.;ba.gi.zwe
bagirishijwe;kugira;three;pl;past;passive;indicative;causative;to have;bagirishijwe;perfective;past;.ba.gi.ri.shi.jwe.;ba.gi.ri.shi.jwe
bagiriwe;kugira;three;pl;past;passive;indicative;applicative;to have;bagiriwe;perfective;past;.ba.gi.ri.we.;ba.gi.ri.we
bagiranwe;kugira;three;pl;past;passive;indicative;comitative;to have;bagiranwe;perfective;past;.ba.gi.ra.nwe.;ba.gi.ra.nwe
bagiraguwe;kugira;three;pl;past;passive;indicative;frequentative;to have;bagiraguwe;perfective;past;.ba.gi.ra.gu.we.;ba.gi.ra.gu.we
bagiruruwe;kugira;three;pl;past;passive;indicative;iterative;to have;bagiruruwe;perfective;past;.ba.gi.ru.ru.we.;ba.gi.ru.ru.we
bagiruwe;kugira;three;pl;past;passive;indicative;reversive;to have;bagiruwe;perfective;past;.ba.gi.ru.we.;ba.gi.ru.we
nzabangira;kugira;one;sg;future cont;active;indicative;neutral;to have;nzaba ngira;imperfective;future;.nza.ba.ngi.ra.;nza.ba.ngi.ra
nzabangirisha;kugira;one;sg;future cont;active;indicative;causative;to have;nzaba ngirisha;imperfective;future;.nza.ba.ngi.ri.sha.;nza.ba.ngi.ri.sha
nzabangirira;kugira;one;sg;future cont;active;indicative;applicative;to have;nzaba ngirira;imperfective;future;.nza.ba.ngi.ri.ra.;nza.ba.ngi.ri.ra
nzabangirana;kugira;one;sg;future cont;active;indicative;comitative;to have;nzaba ngirana;imperfective;future;.nza.ba.ngi.ra.na.;nza.ba.ngi.ra.na
nzabangiragura;kugira;one;sg;future cont;active;indicative;frequentative;to have;nzaba ngiragura;imperfective;future;.nza.ba.ngi.ra.gu.ra.;nza.ba.ngi.ra.gu.ra
nzabangirurura;kugira;one;sg;future cont;active;indicative;iterative;to have;nzaba ngirurura;imperfective;future;.nza.ba.ngi.ru.ru.ra.;nza.ba.ngi.ru.ru.ra
nzabangirura;kugira;one;sg;future cont;active;indicative;reversive;to have;nzaba ngirura;imperfective;future;.nza.ba.ngi.ru.ra.;nza.ba.ngi.ru.ra
uzabaugira;kugira;two;sg;future cont;active;indicative;neutral;to have;uzaba ugira;imperfective;future;.u.za.ba.u.gi.ra.;u.za.ba.u.gi.ra
uzabaugirisha;kugira;two;sg;future cont;active;indicative;causative;to have;uzaba ugirisha;imperfective;future;.u.za.ba.u.gi.ri.sha.;u.za.ba.u.gi.ri.sha
uzabaugirira;kugira;two;sg;future cont;active;indicative;applicative;to have;uzaba ugirira;imperfective;future;.u.za.ba.u.gi.ri.ra.;u.za.ba.u.gi.ri.ra
uzabaugirana;kugira;two;sg;future cont;active;indicative;comitative;to have;uzaba ugirana;imperfective;future;.u.za.ba.u.gi.ra.na.;u.za.ba.u.gi.ra.na
uzabaugiragura;kugira;two;sg;future cont;active;indicative;frequentative;to have;uzaba ugiragura;imperfective;future;.u.za.ba.u.gi.ra.gu.ra.;u.za.ba.u.gi.ra.gu.ra
uzabaugirurura;kugira;two;sg;future cont;active;indicative;iterative;to have;uzaba ugirurura;imperfective;future;.u.za.ba.u.gi.ru.ru.ra.;u.za.ba.u.gi.ru.ru.ra
uzabaugirura;kugira;two;sg;future cont;active;indicative;reversive;to have;uzaba ugirura;imperfective;future;.u.za.ba.u.gi.ru.ra.;u.za.ba.u.gi.ru.ra
azabaagira;kugira;three;sg;future cont;active;indicative;neutral;to have;azaba agira;imperfective;future;.a.za.ba.a.gi.ra.;a.za.ba.a.gi.ra
azabaagirisha;kugira;three;sg;future cont;active;indicative;causative;to have;azaba agirisha;imperfective;future;.a.za.ba.a.gi.ri.sha.;a.za.ba.a.gi.ri.sha
azabaagirira;kugira;three;sg;future cont;active;indicative;applicative;to have;azaba agirira;imperfective;future;.a.za.ba.a.gi.ri.ra.;a.za.ba.a.gi.ri.ra
azabaagirana;kugira;three;sg;future cont;active;indicative;comitative;to have;azaba agirana;imperfective;future;.a.za.ba.a.gi.ra.na.;a.za.ba.a.gi.ra.na
azabaagiragura;kugira;three;sg;future cont;active;indicative;frequentative;to have;azaba agiragura;imperfective;future;.a.za.ba.a.gi.ra.gu.ra.;a.za.ba.a.gi.ra.gu.ra
azabaagirurura;kugira;three;sg;future cont;active;indicative;iterative;to have;azaba agirurura;imperfective;future;.a.za.ba.a.gi.ru.ru.ra.;a.za.ba.a.gi.ru.ru.ra
azabaagirura;kugira;three;sg;future cont;active;indicative;reversive;to have;azaba agirura;imperfective;future;.a.za.ba.a.gi.ru.ra.;a.za.ba.a.gi.ru.ra
tuzabatugira;kugira;one;pl;future cont;active;indicative;neutral;to have;tuzaba tugira;imperfective;future;.tu.za.ba.tu.gi.ra.;tu.za.ba.tu.gi.ra
tuzabatugirisha;kugira;one;pl;future cont;active;indicative;causative;to have;tuzaba tugirisha;imperfective;future;.tu.za.ba.tu.gi.ri.sha.;tu.za.ba.tu.gi.ri.sha
tuzabatugirira;kugira;one;pl;future cont;active;indicative;applicative;to have;tuzaba tugirira;imperfective;future;.tu.za.ba.tu.gi.ri.ra.;tu.za.ba.tu.gi.ri.ra
tuzabatugirana;kugira;one;pl;future cont;active;indicative;comitative;to have;tuzaba tugirana;imperfective;future;.tu.za.ba.tu.gi.ra.na.;tu.za.ba.tu.gi.ra.na
tuzabatugiragura;kugira;one;pl;future cont;active;indicative;frequentative;to have;tuzaba tugiragura;imperfective;future;.tu.za.ba.tu.gi.ra.gu.ra.;tu.za.ba.tu.gi.ra.gu.ra
tuzabatugirurura;kugira;one;pl;future cont;active;indicative;iterative;to have;tuzaba tugirurura;imperfective;future;.tu.za.ba.tu.gi.ru.ru.ra.;tu.za.ba.tu.gi.ru.ru.ra
tuzabatugirura;kugira;one;pl;future cont;active;indicative;reversive;to have;tuzaba tugirura;imperfective;future;.tu.za.ba.tu.gi.ru.ra.;tu.za.ba.tu.gi.ru.ra
muzabamugira;kugira;two;pl;future cont;active;indicative;neutral;to have;muzaba mugira;imperfective;future;.mu.za.ba.mu.gi.ra.;mu.za.ba.mu.gi.ra
muzabamugirisha;kugira;two;pl;future cont;active;indicative;causative;to have;muzaba mugirisha;imperfective;future;.mu.za.ba.mu.gi.ri.sha.;mu.za.ba.mu.gi.ri.sha
muzabamugirira;kugira;two;pl;future cont;active;indicative;applicative;to have;muzaba mugirira;imperfective;future;.mu.za.ba.mu.gi.ri.ra.;mu.za.ba.mu.gi.ri.ra
muzabamugirana;kugira;two;pl;future cont;active;indicative;comitative;to have;muzaba mugirana;imperfective;future;.mu.za.ba.mu.gi.ra.na.;mu.za.ba.mu.gi.ra.na
muzabamugiragura;kugira;two;pl;future cont;active;indicative;frequentative;to have;muzaba mugiragura;imperfective;future;.mu.za.ba.mu.gi.ra.gu.ra.;mu.za.ba.mu.gi.ra.gu.ra
muzabamugirurura;kugira;two;pl;future cont;active;indicative;iterative;to have;muzaba mugirurura;imperfective;future;.mu.za.ba.mu.gi.ru.ru.ra.;mu.za.ba.mu.gi.ru.ru.ra
muzabamugirura;kugira;two;pl;future cont;active;indicative;reversive;to have;muzaba mugirura;imperfective;future;.mu.za.ba.mu.gi.ru.ra.;mu.za.ba.mu.gi.ru.ra
bazababagira;kugira;three;pl;future cont;active;indicative;neutral;to have;bazaba bagira;imperfective;future;.ba.za.ba.ba.gi.ra.;ba.za.ba.ba.gi.ra
bazababagirisha;kugira;three;pl;future cont;active;indicative;causative;to have;bazaba bagirisha;imperfective;future;.ba.za.ba.ba.gi.ri.sha.;ba.za.ba.ba.gi.ri.sha
bazababagirira;kugira;three;pl;future cont;active;indicative;applicative;to have;bazaba bagirira;imperfective;future;.ba.za.ba.ba.gi.ri.ra.;ba.za.ba.ba.gi.ri.ra
bazababagirana;kugira;three;pl;future cont;active;indicative;comitative;to have;bazaba bagirana;imperfective;future;.ba.za.ba.ba.gi.ra.na.;ba.za.ba.ba.gi.ra.na
bazababagiragura;kugira;three;pl;future cont;active;indicative;frequentative;to have;bazaba bagiragura;imperfective;future;.ba.za.ba.ba.gi.ra.gu.ra.;ba.za.ba.ba.gi.ra.gu.ra
bazababagirurura;kugira;three;pl;future cont;active;indicative;iterative;to have;bazaba bagirurura;imperfective;future;.ba.za.ba.ba.gi.ru.ru.ra.;ba.za.ba.ba.gi.ru.ru.ra
bazababagirura;kugira;three;pl;future cont;active;indicative;reversive;to have;bazaba bagirura;imperfective;future;.ba.za.ba.ba.gi.ru.ra.;ba.za.ba.ba.gi.ru.ra
nzabangirwa;kugira;one;sg;future cont;passive;indicative;neutral;to have;nzaba ngirwa;imperfective;future;.nza.ba.ngi.rwa.;nza.ba.ngi.rwa
nzabangirishwa;kugira;one;sg;future cont;passive;indicative;causative;to have;nzaba ngirishwa;imperfective;future;.nza.ba.ngi.ri.shwa.;nza.ba.ngi.ri.shwa
nzabangirirwa;kugira;one;sg;future cont;passive;indicative;applicative;to have;nzaba ngirirwa;imperfective;future;.nza.ba.ngi.ri.rwa.;nza.ba.ngi.ri.rwa
nzabangiranwa;kugira;one;sg;future cont;passive;indicative;comitative;to have;nzaba ngiranwa;imperfective;future;.nza.ba.ngi.ra.nwa.;nza.ba.ngi.ra.nwa
nzabangiragurwa;kugira;one;sg;future cont;passive;indicative;frequentative;to have;nzaba ngiragurwa;imperfective;future;.nza.ba.ngi.ra.gu.rwa.;nza.ba.ngi.ra.gu.rwa
nzabangirururwa;kugira;one;sg;future cont;passive;indicative;iterative;to have;nzaba ngirururwa;imperfective;future;.nza.ba.ngi.ru.ru.rwa.;nza.ba.ngi.ru.ru.rwa
nzabangirurwa;kugira;one;sg;future cont;passive;indicative;reversive;to have;nzaba ngirurwa;imperfective;future;.nza.ba.ngi.ru.rwa.;nza.ba.ngi.ru.rwa
uzabaugirwa;kugira;two;sg;future cont;passive;indicative;neutral;to have;uzaba ugirwa;imperfective;future;.u.za.ba.u.gi.rwa.;u.za.ba.u.gi.rwa
uzabaugirishwa;kugira;two;sg;future cont;passive;indicative;causative;to have;uzaba ugirishwa;imperfective;future;.u.za.ba.u.gi.ri.shwa.;u.za.ba.u.gi.ri.shwa
uzabaugirirwa;kugira;two;sg;future cont;passive;indicative;applicative;to have;uzaba ugirirwa;imperfective;future;.u.za.ba.u.gi.ri.rwa.;u.za.ba.u.gi.ri.rwa
uzabaugiranwa;kugira;two;sg;future cont;passive;indicative;comitative;to have;uzaba ugiranwa;imperfective;future;.u.za.ba.u.gi.ra.nwa.;u.za.ba.u.gi.ra.nwa
uzabaugiragurwa;kugira;two;sg;future cont;passive;indicative;frequentative;to have;uzaba ugiragurwa;imperfective;future;.u.za.ba.u.gi.ra.gu.rwa.;u.za.ba.u.gi.ra.gu.rwa
uzabaugirururwa;kugira;two;sg;future cont;passive;indicative;iterative;to have;uzaba ugirururwa;imperfective;future;.u.za.ba.u.gi.ru.ru.rwa.;u.za.ba.u.gi.ru.ru.rwa
uzabaugirurwa;kugira;two;sg;future cont;passive;indicative;reversive;to have;uzaba ugirurwa;imperfective;future;.u.za.ba.u.gi.ru.rwa.;u.za.ba.u.gi.ru.rwa
azabaagirwa;kugira;three;sg;future cont;passive;indicative;neutral;to have;azaba agirwa;imperfective;future;.a.za.ba.a.gi.rwa.;a.za.ba.a.gi.rwa
azabaagirishwa;kugira;three;sg;future cont;passive;indicative;causative;to have;azaba agirishwa;imperfective;future;.a.za.ba.a.gi.ri.shwa.;a.za.ba.a.gi.ri.shwa
azabaagirirwa;kugira;three;sg;future cont;passive;indicative;applicative;to have;azaba agirirwa;imperfective;future;.a.za.ba.a.gi.ri.rwa.;a.za.ba.a.gi.ri.rwa
azabaagiranwa;kugira;three;sg;future cont;passive;indicative;comitative;to have;azaba agiranwa;imperfective;future;.a.za.ba.a.gi.ra.nwa.;a.za.ba.a.gi.ra.nwa
azabaagiragurwa;kugira;three;sg;future cont;passive;indicative;frequentative;to have;azaba agiragurwa;imperfective;future;.a.za.ba.a.gi.ra.gu.rwa.;a.za.ba.a.gi.ra.gu.rwa
azabaagirururwa;kugira;three;sg;future cont;passive;indicative;iterative;to have;azaba agirururwa;imperfective;future;.a.za.ba.a.gi.ru.ru.rwa.;a.za.ba.a.gi.ru.ru.rwa
azabaagirurwa;kugira;three;sg;future cont;passive;indicative;reversive;to have;azaba agirurwa;imperfective;future;.a.za.ba.a.gi.ru.rwa.;a.za.ba.a.gi.ru.rwa
tuzabatugirwa;kugira;one;pl;future cont;passive;indicative;neutral;to have;tuzaba tugirwa;imperfective;future;.tu.za.ba.tu.gi.rwa.;tu.za.ba.tu.gi.rwa
tuzabatugirishwa;kugira;one;pl;future cont;passive;indicative;causative;to have;tuzaba tugirishwa;imperfective;future;.tu.za.ba.tu.gi.ri.shwa.;tu.za.ba.tu.gi.ri.shwa
tuzabatugirirwa;kugira;one;pl;future cont;passive;indicative;applicative;to have;tuzaba tugirirwa;imperfective;future;.tu.za.ba.tu.gi.ri.rwa.;tu.za.ba.tu.gi.ri.rwa
tuzabatugiranwa;kugira;one;pl;future cont;passive;indicative;comitative;to have;tuzaba tugiranwa;imperfective;future;.tu.za.ba.tu.gi.ra.nwa.;tu.za.ba.tu.gi.ra.nwa
tuzabatugiragurwa;kugira;one;pl;future cont;passive;indicative;frequentative;to have;tuzaba tugiragurwa;imperfective;future;.tu.za.ba.tu.gi.ra.gu.rwa.;tu.za.ba.tu.gi.ra.gu.rwa
tuzabatugirururwa;kugira;one;pl;future cont;passive;indicative;iterative;to have;tuzaba tugirururwa;imperfective;future;.tu.za.ba.tu.gi.ru.ru.rwa.;tu.za.ba.tu.gi.ru.ru.rwa
tuzabatugirurwa;kugira;one;pl;future cont;passive;indicative;reversive;to have;tuzaba tugirurwa;imperfective;future;.tu.za.ba.tu.gi.ru.rwa.;tu.za.ba.tu.gi.ru.rwa
muzabamugirwa;kugira;two;pl;future cont;passive;indicative;neutral;to have;muzaba mugirwa;imperfective;future;.mu.za.ba.mu.gi.rwa.;mu.za.ba.mu.gi.rwa
muzabamugirishwa;kugira;two;pl;future cont;passive;indicative;causative;to have;muzaba mugirishwa;imperfective;future;.mu.za.ba.mu.gi.ri.shwa.;mu.za.ba.mu.gi.ri.shwa
muzabamugirirwa;kugira;two;pl;future cont;passive;indicative;applicative;to have;muzaba mugirirwa;imperfective;future;.mu.za.ba.mu.gi.ri.rwa.;mu.za.ba.mu.gi.ri.rwa
muzabamugiranwa;kugira;two;pl;future cont;passive;indicative;comitative;to have;muzaba mugiranwa;imperfective;future;.mu.za.ba.mu.gi.ra.nwa.;mu.za.ba.mu.gi.ra.nwa
muzabamugiragurwa;kugira;two;pl;future cont;passive;indicative;frequentative;to have;muzaba mugiragurwa;imperfective;future;.mu.za.ba.mu.gi.ra.gu.rwa.;mu.za.ba.mu.gi.ra.gu.rwa
muzabamugirururwa;kugira;two;pl;future cont;passive;indicative;iterative;to have;muzaba mugirururwa;imperfective;future;.mu.za.ba.mu.gi.ru.ru.rwa.;mu.za.ba.mu.gi.ru.ru.rwa
muzabamugirurwa;kugira;two;pl;future cont;passive;indicative;reversive;to have;muzaba mugirurwa;imperfective;future;.mu.za.ba.mu.gi.ru.rwa.;mu.za.ba.mu.gi.ru.rwa
bazababagirwa;kugira;three;pl;future cont;passive;indicative;neutral;to have;bazaba bagirwa;imperfective;future;.ba.za.ba.ba.gi.rwa.;ba.za.ba.ba.gi.rwa
bazababagirishwa;kugira;three;pl;future cont;passive;indicative;causative;to have;bazaba bagirishwa;imperfective;future;.ba.za.ba.ba.gi.ri.shwa.;ba.za.ba.ba.gi.ri.shwa
bazababagirirwa;kugira;three;pl;future cont;passive;indicative;applicative;to have;bazaba bagirirwa;imperfective;future;.ba.za.ba.ba.gi.ri.rwa.;ba.za.ba.ba.gi.ri.rwa
bazababagiranwa;kugira;three;pl;future cont;passive;indicative;comitative;to have;bazaba bagiranwa;imperfective;future;.ba.za.ba.ba.gi.ra.nwa.;ba.za.ba.ba.gi.ra.nwa
bazababagiragurwa;kugira;three;pl;future cont;passive;indicative;frequentative;to have;bazaba bagiragurwa;imperfective;future;.ba.za.ba.ba.gi.ra.gu.rwa.;ba.za.ba.ba.gi.ra.gu.rwa
bazababagirururwa;kugira;three;pl;future cont;passive;indicative;iterative;to have;bazaba bagirururwa;imperfective;future;.ba.za.ba.ba.gi.ru.ru.rwa.;ba.za.ba.ba.gi.ru.ru.rwa
bazababagirurwa;kugira;three;pl;future cont;passive;indicative;reversive;to have;bazaba bagirurwa;imperfective;future;.ba.za.ba.ba.gi.ru.rwa.;ba.za.ba.ba.gi.ru.rwa
nzagira;kugira;one;sg;future;active;indicative;neutral;to have;nzagira;perfective;future;.nza.gi.ra.;nza.gi.ra
nzagirisha;kugira;one;sg;future;active;indicative;causative;to have;nzagirisha;perfective;future;.nza.gi.ri.sha.;nza.gi.ri.sha
nzagirira;kugira;one;sg;future;active;indicative;applicative;to have;nzagirira;perfective;future;.nza.gi.ri.ra.;nza.gi.ri.ra
nzagirana;kugira;one;sg;future;active;indicative;comitative;to have;nzagirana;perfective;future;.nza.gi.ra.na.;nza.gi.ra.na
nzagiragura;kugira;one;sg;future;active;indicative;frequentative;to have;nzagiragura;perfective;future;.nza.gi.ra.gu.ra.;nza.gi.ra.gu.ra
nzagirurura;kugira;one;sg;future;active;indicative;iterative;to have;nzagirurura;perfective;future;.nza.gi.ru.ru.ra.;nza.gi.ru.ru.ra
nzagirura;kugira;one;sg;future;active;indicative;reversive;to have;nzagirura;perfective;future;.nza.gi.ru.ra.;nza.gi.ru.ra
uzagira;kugira;two;sg;future;active;indicative;neutral;to have;uzagira;perfective;future;.u.za.gi.ra.;u.za.gi.ra
uzagirisha;kugira;two;sg;future;active;indicative;causative;to have;uzagirisha;perfective;future;.u.za.gi.ri.sha.;u.za.gi.ri.sha
uzagirira;kugira;two;sg;future;active;indicative;applicative;to have;uzagirira;perfective;future;.u.za.gi.ri.ra.;u.za.gi.ri.ra
uzagirana;kugira;two;sg;future;active;indicative;comitative;to have;uzagirana;perfective;future;.u.za.gi.ra.na.;u.za.gi.ra.na
uzagiragura;kugira;two;sg;future;active;indicative;frequentative;to have;uzagiragura;perfective;future;.u.za.gi.ra.gu.ra.;u.za.gi.ra.gu.ra
uzagirurura;kugira;two;sg;future;active;indicative;iterative;to have;uzagirurura;perfective;future;.u.za.gi.ru.ru.ra.;u.za.gi.ru.ru.ra
uzagirura;kugira;two;sg;future;active;indicative;reversive;to have;uzagirura;perfective;future;.u.za.gi.ru.ra.;u.za.gi.ru.ra
azagira;kugira;three;sg;future;active;indicative;neutral;to have;azagira;perfective;future;.a.za.gi.ra.;a.za.gi.ra
azagirisha;kugira;three;sg;future;active;indicative;causative;to have;azagirisha;perfective;future;.a.za.gi.ri.sha.;a.za.gi.ri.sha
azagirira;kugira;three;sg;future;active;indicative;applicative;to have;azagirira;perfective;future;.a.za.gi.ri.ra.;a.za.gi.ri.ra
azagirana;kugira;three;sg;future;active;indicative;comitative;to have;azagirana;perfective;future;.a.za.gi.ra.na.;a.za.gi.ra.na
azagiragura;kugira;three;sg;future;active;indicative;frequentative;to have;azagiragura;perfective;future;.a.za.gi.ra.gu.ra.;a.za.gi.ra.gu.ra
azagirurura;kugira;three;sg;future;active;indicative;iterative;to have;azagirurura;perfective;future;.a.za.gi.ru.ru.ra.;a.za.gi.ru.ru.ra
azagirura;kugira;three;sg;future;active;indicative;reversive;to have;azagirura;perfective;future;.a.za.gi.ru.ra.;a.za.gi.ru.ra
tuzagira;kugira;one;pl;future;active;indicative;neutral;to have;tuzagira;perfective;future;.tu.za.gi.ra.;tu.za.gi.ra
tuzagirisha;kugira;one;pl;future;active;indicative;causative;to have;tuzagirisha;perfective;future;.tu.za.gi.ri.sha.;tu.za.gi.ri.sha
tuzagirira;kugira;one;pl;future;active;indicative;applicative;to have;tuzagirira;perfective;future;.tu.za.gi.ri.ra.;tu.za.gi.ri.ra
tuzagirana;kugira;one;pl;future;active;indicative;comitative;to have;tuzagirana;perfective;future;.tu.za.gi.ra.na.;tu.za.gi.ra.na
tuzagiragura;kugira;one;pl;future;active;indicative;frequentative;to have;tuzagiragura;perfective;future;.tu.za.gi.ra.gu.ra.;tu.za.gi.ra.gu.ra
tuzagirurura;kugira;one;pl;future;active;indicative;iterative;to have;tuzagirurura;perfective;future;.tu.za.gi.ru.ru.ra.;tu.za.gi.ru.ru.ra
tuzagirura;kugira;one;pl;future;active;indicative;reversive;to have;tuzagirura;perfective;future;.tu.za.gi.ru.ra.;tu.za.gi.ru.ra
muzagira;kugira;two;pl;future;active;indicative;neutral;to have;muzagira;perfective;future;.mu.za.gi.ra.;mu.za.gi.ra
muzagirisha;kugira;two;pl;future;active;indicative;causative;to have;muzagirisha;perfective;future;.mu.za.gi.ri.sha.;mu.za.gi.ri.sha
muzagirira;kugira;two;pl;future;active;indicative;applicative;to have;muzagirira;perfective;future;.mu.za.gi.ri.ra.;mu.za.gi.ri.ra
muzagirana;kugira;two;pl;future;active;indicative;comitative;to have;muzagirana;perfective;future;.mu.za.gi.ra.na.;mu.za.gi.ra.na
muzagiragura;kugira;two;pl;future;active;indicative;frequentative;to have;muzagiragura;perfective;future;.mu.za.gi.ra.gu.ra.;mu.za.gi.ra.gu.ra
muzagirurura;kugira;two;pl;future;active;indicative;iterative;to have;muzagirurura;perfective;future;.mu.za.gi.ru.ru.ra.;mu.za.gi.ru.ru.ra
muzagirura;kugira;two;pl;future;active;indicative;reversive;to have;muzagirura;perfective;future;.mu.za.gi.ru.ra.;mu.za.gi.ru.ra
bazagira;kugira;three;pl;future;active;indicative;neutral;to have;bazagira;perfective;future;.ba.za.gi.ra.;ba.za.gi.ra
bazagirisha;kugira;three;pl;future;active;indicative;causative;to have;bazagirisha;perfective;future;.ba.za.gi.ri.sha.;ba.za.gi.ri.sha
bazagirira;kugira;three;pl;future;active;indicative;applicative;to have;bazagirira;perfective;future;.ba.za.gi.ri.ra.;ba.za.gi.ri.ra
bazagirana;kugira;three;pl;future;active;indicative;comitative;to have;bazagirana;perfective;future;.ba.za.gi.ra.na.;ba.za.gi.ra.na
bazagiragura;kugira;three;pl;future;active;indicative;frequentative;to have;bazagiragura;perfective;future;.ba.za.gi.ra.gu.ra.;ba.za.gi.ra.gu.ra
bazagirurura;kugira;three;pl;future;active;indicative;iterative;to have;bazagirurura;perfective;future;.ba.za.gi.ru.ru.ra.;ba.za.gi.ru.ru.ra
bazagirura;kugira;three;pl;future;active;indicative;reversive;to have;bazagirura;perfective;future;.ba.za.gi.ru.ra.;ba.za.gi.ru.ra
nzagirwa;kugira;one;sg;future;passive;indicative;neutral;to have;nzagirwa;perfective;future;.nza.gi.rwa.;nza.gi.rwa
nzagirishwa;kugira;one;sg;future;passive;indicative;causative;to have;nzagirishwa;perfective;future;.nza.gi.ri.shwa.;nza.gi.ri.shwa
nzagirirwa;kugira;one;sg;future;passive;indicative;applicative;to have;nzagirirwa;perfective;future;.nza.gi.ri.rwa.;nza.gi.ri.rwa
nzagiranwa;kugira;one;sg;future;passive;indicative;comitative;to have;nzagiranwa;perfective;future;.nza.gi.ra.nwa.;nza.gi.ra.nwa
nzagiragurwa;kugira;one;sg;future;passive;indicative;frequentative;to have;nzagiragurwa;perfective;future;.nza.gi.ra.gu.rwa.;nza.gi.ra.gu.rwa
nzagirururwa;kugira;one;sg;future;passive;indicative;iterative;to have;nzagirururwa;perfective;future;.nza.gi.ru.ru.rwa.;nza.gi.ru.ru.rwa
nzagirurwa;kugira;one;sg;future;passive;indicative;reversive;to have;nzagirurwa;perfective;future;.nza.gi.ru.rwa.;nza.gi.ru.rwa
